SiteCode|BSCName|SiteName|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|Swap Status|MBU#|RBU
HGW6365|SUK342Z_SUKMGW_1|HGW6365__H_Lal_Petroleum|ZTE|Rphri|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|32||65|South
HGW6387|KHI303H__Barq_3|HGW6387__S_KHI6387__YousufGoth_HubRiver|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HGW6394|HYD311H__HYDMGW_1|HGW6394__H_OLD_Mirpur_Khas|Huawei|Mirpurkhas|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||72|South
HGW6425|HYD343Z_HYDMGW_1|HGW6425__S_Chodogi_Bus_Stop_2|ZTE|Hala|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HGW6430|SUK313Z|HGW6430__S_GothRasheedAhmadArain|ZTE|Ghotki|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||67|South
HGW6433|HYD312H__HYDMGW_2|HGW6433__S_TollPlaza2|Huawei|Jamshoro|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||74|South
HGW6447|HYD312H__HYDMGW_2|HGW6447__S_Fawad_Petroleum|Huawei|Jamshoro|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||74|South
HGW6489|SUK313Z|hgw6489__H_CadetCollegeSanghi|ZTE|Sanghi|ZTE OMC|Hub|Hub|Macro|South|South II|South 2|CCS|R2|29||67|South
HGW6531|QTA190E|HGW6531|Ericsson|QUETTA|Ericsson OMC|Platinum|Platinum|Macro|South|South II|South 3|CCS|R2|30||70|South
HGW6532|SUK314Z|HGW6532|ZTE|Jacobabad|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||66|South
HGW6680|QTA190E|HGW6680|Ericsson|QUETTA|Ericsson OMC|Platinum|Platinum|Macro|South|South II|South 3|CCS|R2|30||70|South
HGW6692|HYD343Z_HYDMGW_1|HGW6692__P_Khyber_Petroleum|ZTE|Matiari|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HGW6693|SUK342Z_SUKMGW_1|HGW6693_S_ChandiaVillageFarida_2|ZTE|Khairpur|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|32||65|South
HGW6694|SUK313Z|hgw6694__P_gothmuhammadsharif|ZTE|Pano Aqil|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||67|South
HGW6761|KHI305H__Barq_5|HGW6761_Eidu_Goth|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|35||60|South
HGW6776|KHI307H__Barq_7|HGW6776__NewFruitMandi|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|36||61|South
HGW6778|KHI301H__Barq_1|HGW6778__S_Javed_Bahria_Colony|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||59|South
HGW6779|SUK314Z|HGW6779|ZTE|DERA MURAD JAMALI|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW6780|SUK314Z|HGW6780|ZTE|Bahu Khoso|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||66|South
HGW6781|SUK342Z_SUKMGW_1|HGW6781__S_Goth_YasinabadJamali|ZTE|Larkana|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|32||71|South
HGW6782|HYD312H__HYDMGW_2|HGW6782__P_Post_Office_Station_Road|Huawei|Tando Jam|Huawei OMC|Platinum|Platinum|Macro|South|South II|South 4|Myson|R2|34||72|South
HGW6819|KHI305H__Barq_5|HGW6819_L9_market|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|35||60|South
HGW6820|QTA190E|HGW6820__P_KilliAhmed_Khan|Ericsson|QUETTA|Ericsson OMC|Platinum|Platinum|Macro|South|South II|South 3|CCS|R2|30||70|South
HGW6823|QTA190E|HGW6823|Ericsson|QUETTA|Ericsson OMC|Platinum|Platinum|Macro|South|South II|South 3|CCS|R2|30||70|South
HGW6830|KHI305H__Barq_5|HGW6830_BioTech_PQ|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|35||60|South
HGW6838|HYD311H__HYDMGW_1|HGW6838__H_Goth Kombri Mirwah|Huawei|Mirwah|Huawei OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|34||72|South
HGW6873|QTA190E|HGW6873|Ericsson|QUETTA|Ericsson OMC|Platinum|Platinum|Macro|South|South II|South 3|CCS|R2|30||70|South
HGW6878|HYD311H__HYDMGW_1|HGW6878__S_Goth Karam Lagari|Huawei|Jhuddo|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||72|South
HGW6885|SUK314Z|HGW6885__S_GothDilawarKhan|ZTE|DERA MURAD JAMALI|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW6886|SUK314Z|HGW6886|ZTE|DERA MURAD JAMALI|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW7003|SUK313Z|HGW7003__S_VillageDharejo|ZTE|Muhammadpur Bypass|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||67|South
HGW7004|SUK342Z_SUKMGW_1|HGW7004__S_AqilFillingStation|ZTE|Kandiaro Bypass|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|32||64|South
HGW7006|HYD312H__HYDMGW_2|HGW7006__S_HajiMehrabSchool|Huawei|Shaikh Bhirkio|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||72|South
HGW7015|SUK342Z_SUKMGW_1|HGW7015__S_GothMasooJalbani|ZTE|Masso Jalbani|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|32||73|South
HGW7016|SUK313Z|HGW7016__S_Mureed Shakh P-16 - UFONE Sharing|ZTE|Mureed Shakh|ZTE OMC|Platinum|Platinum|Macro|Center III|South II|South 2|CCS|R2|31||67|South
HGW7039|SUK314Z|HGW7039__S_VillageMirAbdullahRaisani|ZTE|QUETTA|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW7041|SUK314Z|HGW7041__S_Naseerabad|ZTE|QUETTA|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW7042|SUK314Z|HGW7042__S_BakhteyarabadUFONEsharing|ZTE|QUETTA|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW7043|SUK314Z|HGW7043__S_GabolStop|ZTE|DERA MURAD JAMALI|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW7044|SUK314Z|HGW7044__H_GothHajiJummaKhanBadeni|ZTE|DERA MURAD JAMALI|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HGW7090|HYD343Z_HYDMGW_1|HGW7090__P_Palijani_Station_2|ZTE|Palijani|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||72|South
HGW7101|HYD343Z_HYDMGW_1|HGW7101__P_JamshoroToLakha_1|ZTE|Ali Abad|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||74|South
HGW7102|HYD343Z_HYDMGW_1|HGW7102__S_JamshoroToLakha_2|ZTE|Khanot|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||73|South
HGW7110|HYD343Z_HYDMGW_1|HGW7110__H_GothKhan|ZTE|Mirpur Khas|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||72|South
HGW7111|HYD343Z_HYDMGW_1|HGW7111__P_Nusrat60MileMori_UP|ZTE|Sath Mil|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 4|Myson|R2|33||73|South
HGW7115|HYD343Z_HYDMGW_1|HGW7115__S_DilorMori|ZTE|Bherani|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HGW7119|HYD343Z_HYDMGW_1|HGW7119__S_Lucky_TP|ZTE|Lucky|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||73|South
HGW7121|SUK342Z_SUKMGW_1|HGW7121__S_Fareedabad|ZTE|Mehar|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|32||73|South
HGW7127|HYD343Z_HYDMGW_1|HGW7127__S_KhudaAbad_WP|ZTE|Dadu|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||73|South
HGW7131|HYD312H__HYDMGW_2|HGW7131__S_Jahmpir|Huawei|Nooriabad|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||78|South
HGW7141|SUK342Z_SUKMGW_1|HGW7141__S_GothKhaiQasim_2|ZTE|Noshehro Feroz|ZTE OMC|Silver|Silver|Macro|South|South I|South 2|CCS|R2|32||64|South
HGW7142|SUK313Z|HGW7142__S_Nao Kot Stop|ZTE|Ghotki|ZTE OMC|Silver|Silver|Macro|South|South I|South 2|CCS|R2|29||67|South
HGW7300|KHI307H__Barq_7|HGW7300__NewSabziMandi_Tpsharing|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|36||61|South
HGW7430|QTA190E|HGW7430|Ericsson|QUETTA|Ericsson OMC|Platinum|Platinum|Macro|South|South II|South 3|CCS|R2|30||70|South
HGW7455|KHI303H__Barq_3|HGW7455__P_ARZMuhammadGoth|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|36||57|South
HGW7510|SUK313Z|HGW7510|ZTE|Ahmedpur|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||65|South
HGW7770|KHI301H__Barq_1|HGW7770__P_Musharraf_Colony|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||59|South
HGW7788|HYD312H__HYDMGW_2|HGW7788__H_Husri|Huawei|Husri|Huawei OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|34||74|South
HGW7899|SUK313Z|HGW7899__P_SARHAD|ZTE|Sarhad|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 2|CCS|R2|29||67|South
HGW8008|SUK342Z_SUKMGW_1|HGW8008__S_GothMuhammadadBachl_2|ZTE|Ranipur |ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|32||65|South
HGW8900|SUK314Z|HGW8900__S_GothWahidBux|ZTE|Thull|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||66|South
HGW9361|HYD311H__HYDMGW_1|HGW9361__S_Bhains Bara_Mirwah|Huawei|Mirwah|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||72|South
HGW9616|KHI307H__Barq_7|HGW9616__Q_DPWorldPortQasim|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Micro/Mini|South|South I|South 1|PMCL/ECP|R2|35||60|South
HGW9669|SUK342Z_SUKMGW_1|HGW9669__U_OMVRehmatGasPlant|ZTE|Sardae Garh|ZTE OMC|Silver|Silver|Micro/Mini|South|South I|South 2|CCS|R2|32||#N/A|South
HJK7108|HYD343Z_HYDMGW_1|HJK7108__S_HajiKhan_ML|ZTE|Haji Khan|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||73|South
HJN8729|GUJ003H__Ferozeabad_SGD_3|HJN8729__H_RanaColonyHujjan|Huawei|Sargodha|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
HJN8731|GUJ003H__Ferozeabad_SGD_3|HJN8731__S_ChahuwalVlg|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
HJW8769|GUJ001H__Ferozeabad_GUJ_1|HJW8769__P_Hajiwala|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
HKT5542|HYD311H__HYDMGW_1|HKT5542__H_Goth_Nizamuddin|Huawei|HYDERABAD|Huawei OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|34||72|South
HKT5761|HYD311H__HYDMGW_1|HKT5761__S_Goth Masso Bozdar|Huawei|Hyderabad|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||72|South
HLA0631|HYD343Z_HYDMGW_1|HLA0631__H_Hala_Bypass_1|ZTE|HALA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HLA5760|HYD343Z_HYDMGW_1|HLA5760__S_Hala_New_City|ZTE|HALA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HLA5785|HYD343Z_HYDMGW_1|HLA5785__S_Hala_Old_City|ZTE|HALA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HLA6265|HYD343Z_HYDMGW_1|HLA6265__S_Servey_Petrol_Pump|ZTE|HALA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HLA6500|HYD343Z_HYDMGW_1|HLA6500__S_Arbab_Mohallah_Hala|ZTE|HALA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HLA6835|HYD343Z_HYDMGW_1|HLA6835__S_Mirza_Imam_Bargah|ZTE|HALA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
HMP9712|SKT002H__IndustrialEstate_SKT_2|HMP9712__S_Kotli_Nagra|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||44|Central-I
HNG1134|PSH003H__KohatRdPSH1_3|HNG1134__S_ShahuRoad|Huawei|HANGU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||9|North
HNG1333|PSH003H__KohatRdPSH1_3|HNG1333__S_RlwyStnHangu|Huawei|HANGU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||9|North
HNI3004|QTA315Z_ZTE_BSC_1_LCK|HNI3004|ZTE|Harnai|Ericsson OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
HNZ2320|JHL002H__Rasheedabad_JHE_2|HNZ2320__S_Aliabad|Huawei|HUNZA|Huawei OMC|Silver|Silver|Macro|North|North I|North 2|EPTSC|R1|16||79|North
HNZ2321|JHL002H__Rasheedabad_JHE_2|HNZ2321__S_Karimabad|Huawei|HUNZA|Huawei OMC|Silver|Silver|Macro|North|North I|North 2|EPTSC|R1|16||79|North
HNZ2322|JHL002H__Rasheedabad_JHE_2|HNZ2322__S_Mehdiabad|Huawei|HUNZA|Huawei OMC|Silver|Silver|Macro|North|North I|North 2|EPTSC|R1|16||79|North
HOT8726|BHP104E|HOT8726|Ericsson|Pakpattan|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||52|Central-I
HOT8727|BHP104E|HOT8727|Ericsson|Pakpattan|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||52|Central-I
HOT8728|BHP104E|HOT8728|Ericsson|Pakpattan|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||52|Central-I
HRD0139|BHP103E|HRD0139|Ericsson|HAROONABAD|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||52|Central-I
HRD0140|BHP103E|HRD0140|Ericsson|HAROONABAD|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||52|Central-I
HRD4240|BHP103E|HRD4240|Ericsson|HAROONABAD|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||52|Central-I
HRD4241|BHP103E|HRD4241|Ericsson|HAROONABAD|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||52|Central-I
HRP3665|SHW052H__MGWSHW_7|HRP3665__H_CWTHarrapaBypass|Huawei|Sahiwal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||56|Central-I
HRP4949|SHW052H__MGWSHW_7|HRP4949__P_GunjShkarHarpa|Huawei|Sahiwal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
HRP7598|SHW052H__MGWSHW_7|HRP7598__P_Mohallah_Syden_Wala|Huawei|Sahiwal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
HRR0356|ISB001H__I10_ISB_1|HRR0356__P_Harripur|Huawei|HARRIPUR|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1410|ISB001H__I10_ISB_1|HRR1410__H_MuhallahKhew|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1411|ISB001H__I10_ISB_1|HRR1411__H_AslamKhanColony|Huawei|HARRIPUR|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1412|ISB001H__I10_ISB_1|HRR1412__S_NoorColony|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1424|ISB001H__I10_ISB_1|HRR1424__H_KangraColony|Huawei|HARRIPUR|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1425|ISB001H__I10_ISB_1|HRR1425__P_KhalaButtColony|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1845|ISB001H__I10_ISB_1|HRR1845__S_DarweshRd|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1847|ISB001H__I10_ISB_1|HRR1847__S_DarbandAdda|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR1862|ISB001H__I10_ISB_1|HRR1862__S_KhalaButtColony2|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR2239|ISB001H__I10_ISB_1|HRR2239__S_KyberAdda|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR2849|ISB001H__I10_ISB_1|HRR2849__S_NearDarbandAdda|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HRR7284|ISB001H__I10_ISB_1|HRR7284__T_JudgesColony|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Micro/Mini|North|North I|North 3|EPTSC|R1|15||14|North
HRW9980|SHK536H__MunnuChowk_U_7|HRW9980__S_Jorian|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||47|Central-I
HRW9981|SHK536H__MunnuChowk_U_7|HRW9981__S_Dinga|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||47|Central-I
HSB8606|FSD124E|HSB8606|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
HSB8608|FSD124E|HSB8608|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
HSH8506|BHP104E|HSH8506|Ericsson|HAJISHER|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||56|Central-I
HSH8508|BHP104E|HSH8508|Ericsson|HAJISHER|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||56|Central-I
HSK3563|RYK172E|HSK3563|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||28|Central-II
HSK3564|RYK172E|HSK3564|Ericsson|Jhang|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|22||28|Central-II
HSK3565|RYK172E|HSK3565|Ericsson|Jhang|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|22||28|Central-II
HSL3510|BHP105E|HSL3510|Ericsson|HASILPUR|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
HSL3511|BHP105E|HSL3511|Ericsson|HASILPUR|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
HSL4007|BHP105E|HSL4007|Ericsson|HASILPUR|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
HSL7230|BHP105E|HSL7230|Ericsson|HASILPUR|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
HSL7393|BHP105E|HSL7393|Ericsson|HASILPUR|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
HSL8374|BHP105E|HSL8374|Ericsson|HASILPUR|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
HTG8714|BHP318Z_ZTE_BSC_1_LCK|HTG8714|ZTE|HATAYGEE|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
HTG8715|BHP318Z_ZTE_BSC_1_LCK|HTG8715|ZTE|HATAYGEE|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
HTG8716|BHP318Z_ZTE_BSC_1_LCK|HTG8716|ZTE|HATAYGEE|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
HTR1084|ISB001H__I10_ISB_1|HTR1084__P_HatarIndustrial|Huawei|HATTAR|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HTR1891|ISB001H__I10_ISB_1|HTR1891__S_KotNajeebullah|Huawei|HATTAR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HTR2680|ISB001H__I10_ISB_1|HTR2680__P_Phase4|Huawei|HATTAR|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HUB0479|KHI303H__Barq_3|HUB0479__S_Hub|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB5038|KHI303H__Barq_3|HUB5038__P_HUBCO Power Plant|Huawei|HUB|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB5059|KHI303H__Barq_3|HUB5059__H_CourtRoad|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB5674|KHI303H__Barq_3|HUB5674__S_HubIllahabad|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB5675|KHI303H__Barq_3|HUB5675__S_HubStateLife|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB6199|KHI303H__Barq_3|HUB6199__S_HUBSteelMill|Huawei|HUB|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB6297|KHI303H__Barq_3|HUB6297__H_RaeesHotelHub|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB6298|KHI303H__Barq_3|HUB6298__S_Sherwani_Farm_House|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB6498|KHI303H__Barq_3|HUB6498__S_Patra_Hub|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUB6499|KHI303H__Barq_3|HUB6499__S_Gatron_Hub|Huawei|HUB|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38||58|South
HUJ3221|OKR544H__MGWSHW_8|HUJ3221__S_AllahbadHujraShMuqim|Huawei|Kasur|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||20|Central-I
HUJ3996|OKR544H__MGWSHW_8|HUJ3996__P_Allahabad|Huawei|Kasur|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||20|Central-I
HUJ4066|OKR544H__MGWSHW_8|HUJ4066__S_ShergarhRdHujra|Huawei|Okara|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
HUJ4419|OKR544H__MGWSHW_8|HUJ4419__P_NawazishNagar|Huawei|Okara|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
HUJ6937|OKR544H__MGWSHW_8|HUJ6937__P_ChunianRdHujra|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
HUJ7462|OKR544H__MGWSHW_8|HUJ7462__S_Adda_theengMor|Huawei|Kasur|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||20|Central-I
HUJ7463|OKR544H__MGWSHW_8|HUJ7463__H_Arzani_Pur|Huawei|Kasur|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||20|Central-I
HUJ7681|OKR544H__MGWSHW_8|HUJ7681__H_KotMuwati|Huawei|Kasur|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||20|Central-I
HUJ8363|OKR544H__MGWSHW_8|HUJ8363__S_KanganpurShahMuqeem|Huawei|Kasur|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||20|Central-I
HVL1292|ISB001H__I10_ISB_1|HVL1292__S_MainMktHaveliaan|Huawei|HAVELLIAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
HWY0008|MGH155E|HWY0008|Ericsson|Kot Sultan|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||41|Central-II
HWY0012|LHR012H___FRF__12|HWY0012__H_BhaiPheru|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||20|Central-I
HWY0023|MUL150E|HWY0023|Ericsson|Basti Malook|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||36|Central-II
HWY0039|FSD121E|HWY0039|Ericsson|Faisalabad|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|22||27|Central-II
HWY0041|MUL150E|HWY0041|Ericsson|Multan|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|EPTSC|R2|24||40|Central-II
HWY0070|JHL002H__Rasheedabad_JHE_2|HWY0070__S_Sukhu|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11||5|North
