SiteCode|BSCName|SiteName|NoofCells|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|MBU#|RBU
LHR3170|ULHR204H__RNC_FRF_3|ULHR3170__S_LahoreHotel|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR3240|ULHR204H__RNC_FRF_3|ULHR3240__P_UmerRoadSabzazar|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3607|"
ULHR201H__RNC_FRF_1"|ULHR3607__S_SultanParkCavalry|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3768|ULHR204H__RNC_FRF_3|ULHR3768__S_VictoriaPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR4207|ULHR204H__RNC_FRF_3|ULHR4207__S_Scheme_1|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR6901|ULHR204H__RNC_FRF_3|ULHR6901__S_CantonmentHospital|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR9836|"
ULHR201H__RNC_FRF_1"|ULHR9836__S_RehmanPura|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR9874|ULHR204H__RNC_FRF_3|ULHR9874__S_AfzalRoadSanda|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR9987|ULHR204H__RNC_FRF_3|ULHR9987__S_Rizwan_Park|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
MUL3386|UMUL213E_RNC_MLTREX_1|MUL3386|3|Ericsson|MULTAN|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Ericsson|R2|24|#N/A|Central-II
QTA9477|UQTA404ZTE_RNC_QTA_1|QTA9477|1|ZTE|QUETTA|ZTE OMC|Silver|Silver|Micro/Mini|South|South II|South 3|Ericsson|R2|30|70|South
RWP0140|"
UISB205H__RNC_I-10_Building ISB_2"|URWP0140__S_LalazarWaterTank|3|Huawei|RAWALPINDI|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|Huawei|R1|13|1|North
RWP1173|"
UISB205H__RNC_I-10_Building ISB_2"|URWP1173__S_MultaniMohRd|3|Huawei|RAWALPINDI|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|Huawei|R1|13|1|North
RWP1255|"
UISB205H__RNC_I-10_Building ISB_2"|URWP1255__S_LokraFaujiColony|6|Huawei|RAWALPINDI|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|Huawei|R1|13|2|North
SGD3899|UFSD212E_RNC_ZIATWN_1|SGD3899|3|Ericsson|Sargodha|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|Ericsson|R2|20|33|Central-II
KHI9692|UKHI402HUW__RNC_BARQ_2|UKHI9692__T_NixorCollege|1|Huawei|Karachi|Huawei OMC|Silver|Silver|Micro/Mini|South|South I|South 1|Ericsson|R2|39|62|South
ATK3093|"
UISB205H__RNC_I-10_Building ISB_2"|UATK3093__S_PeopleColony|3|Huawei||homc4|Silver|Silver|Macro|North|North I|North 3|Huawei|R1|15|14|North
QTA6923|UQTA404ZTE_RNC_QTA_1|QTA6923|3|ZTE|Quetta|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 3|Ericsson|R2|30|70|South
RUR2018|"
ULHR201H__RNC_FRF_1"|URUR2018__S_Izmir_Twn|3|Huawei|Lahore|homc4|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|3|16|Central-I
LHR9829|"
ULHR201H__RNC_FRF_1"|ULHR9829__NearRailwayLine|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3325|ULHR204H__RNC_FRF_3|ULHR3325__S_MillatRoad|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
FSD3266|UFSD212E_RNC_ZIATWN_1|FSD3266|3|Ericsson|Faisalabad|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|Ericsson|R2|21|28|Central-II
BWL1770|UISB208H__RNC_I-10 Building ISB_3|UBWL1770__S_ZahoorHayatColony|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BWL3454|UISB208H__RNC_I-10 Building ISB_3|UBWL3454__P_GulshanClnyBhalwal|3|Huawei|Sargodha|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BWL3456|UISB208H__RNC_I-10 Building ISB_3|BWL3456__P_manzoorclnybhalwal|3|Huawei|Sargodha|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BWL3901|UISB208H__RNC_I-10 Building ISB_3|BWL3901__P_MainBazar|3|Huawei|Sargodha|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BWL7334|UISB208H__RNC_I-10 Building ISB_3|UBWL7334__S_Zahoor_Hyat_Cly|3|Huawei|Sargodha|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BWL7602|UISB208H__RNC_I-10 Building ISB_3|BWL7602__P_SatelliteTown|3|Huawei|Sargodha|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
BWL8372|UISB208H__RNC_I-10 Building ISB_3|BWL8372__S_AshrafColony|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
CHU3108|ULHR206H__RNC_MunnuChowk_1|UCHU3108__H_BusStandChunian|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|20|Central-I
CHU3219|ULHR206H__RNC_MunnuChowk_1|CHU3219__H_ChuniyanCanttChuniy|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|20|Central-I
CHU3802|ULHR206H__RNC_MunnuChowk_1|UCHU3802__S_MohallahQaziWala|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|20|Central-I
CHU6913|ULHR206H__RNC_MunnuChowk_1|UCHU6913__P_ZaheerabadChunian|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|20|Central-I
CHU9636|ULHR206H__RNC_MunnuChowk_1|UCHU9636__S_AlnoorColony_Chunian|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|20|Central-I
CWA0371|UISB208H__RNC_I-10 Building ISB_3|UCWA0371__Rescue15|3|Huawei|CHAKWAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
CWA1033|UISB208H__RNC_I-10 Building ISB_3|UCWA1033__CityCenter|3|Huawei|CHAKWAL|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|11|5|North
CWA2821|UISB208H__RNC_I-10 Building ISB_3|UCWA2821__S_RahmaniMuhallah|3|Huawei|CHAKWAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
CWT0490|ULHR206H__RNC_MunnuChowk_1|CWT0490__H_Chichawatani|3|Huawei|Sahiwal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|56|Central-I
DPL3327|ULHR206H__RNC_MunnuChowk_1|UDPL3327__P_ZiauddinColony|3|Huawei|Okara|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
DPL3328|ULHR206H__RNC_MunnuChowk_1|UDPL3328__P_KatchehryChowkDipal|3|Huawei|Okara|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
DPL3931|ULHR206H__RNC_MunnuChowk_1|UDPL3931__P_Khalilabad|3|Huawei|Okara|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
DPL7461|ULHR206H__RNC_MunnuChowk_1|UDPL7461__S_BastiAbdullahDepalpu|3|Huawei|Okara|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
DSK0321|ULHR206H__RNC_MunnuChowk_1|UDSK0321__H_Daska|3|Huawei|Sialkot|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DSK0833|ULHR206H__RNC_MunnuChowk_1|DSK0833__P_GovtCollegeDaska|3|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DSK3493|ULHR206H__RNC_MunnuChowk_1|DSK3493__P_PasroorRdDaska|3|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DSK3862|ULHR206H__RNC_MunnuChowk_1|DSK3862__P_SambrialRdDaska|3|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DSK3893|ULHR206H__RNC_MunnuChowk_1|DSK3893__S_JamkeRD|3|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DSK9637|ULHR206H__RNC_MunnuChowk_1|UDSK9637__P_Gali_College|3|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
DSK9945|ULHR206H__RNC_MunnuChowk_1|DSK9945__P_Gulistan_Colony|3|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
FRQ3531|ULHR206H__RNC_MunnuChowk_1|FRQ3531__P_ColonyKaachaFRQ|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
Frq3866|ULHR206H__RNC_MunnuChowk_1|UFRQ3866__P_Mohshahabad|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
FRQ4068|ULHR206H__RNC_MunnuChowk_1|UFRQ4068__P_Railwaystation|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
FRQ4196|ULHR206H__RNC_MunnuChowk_1|FRQ4196__P_DabbayShah|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
FRQ9983|ULHR206H__RNC_MunnuChowk_1|FRQ9983__S_NanakPura|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
FSD0180|UFSD212E_RNC_ZIAtown_1|U2FSD0180|3|Ericsson|Faisalabad|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|21|28|Central-II
GJK0837|UISB208H__RNC_I-10 Building ISB_3|UGJK0837__S_KaluCheema|3|Huawei|GUJAR KHAN|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|11|5|North
GJK1025|UISB208H__RNC_I-10 Building ISB_3|UGJK1025__GujarKhanCityCentre|3|Huawei|GUJAR KHAN|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|11|5|North
GJK1564|UISB208H__RNC_I-10 Building ISB_3|UGJK1564__NearBilalMasjid|3|Huawei|GUJAR KHAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
GJK1701|UISB208H__RNC_I-10 Building ISB_3|UGJK1701__MuhallahRajgan|3|Huawei|GUJAR KHAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
GJK1780|UISB208H__RNC_I-10 Building ISB_3|UGJK1780__Gujarkhanoffload|3|Huawei|GUJAR KHAN|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|11|5|North
GJK1979|UISB208H__RNC_I-10 Building ISB_3|UGJK1979__QamarHospital|3|Huawei|GUJAR KHAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
GSW0356|ULHR206H__RNC_MunnuChowk_1|GSW0356__P_RasoolNagar|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
GSW0496|ULHR206H__RNC_MunnuChowk_1|UGSW0496__P_SandaVillage|3|Huawei|Ganda Singh Wala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
GSW4980|ULHR206H__RNC_MunnuChowk_1|GSW4980__S_HussainKhanwala|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
GSW4981|ULHR206H__RNC_MunnuChowk_1|GSW4981__P_GSWUsmanwala_AC|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
HFZ3111|ULHR206H__RNC_MunnuChowk_1|UHFZ3111__P_ChurchRDhafizabad|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HFZ3846|ULHR206H__RNC_MunnuChowk_1|UHFZ3846__H_AddaShahJamalJalalP|3|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HFZ3892|ULHR206H__RNC_MunnuChowk_1|UHFZ3892__P_MuhalahuzafrKhn|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HFZ4067|ULHR206H__RNC_MunnuChowk_1|HFZ4067__P_RailwayHafizabad|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HFZ9634|ULHR206H__RNC_MunnuChowk_1|UHFZ9634__P_MadinaClnyHafizabad|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HFZ9826|ULHR206H__RNC_MunnuChowk_1|HFZ9826__S_Hakim_Colony|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HRR0356|UISB208H__RNC_I-10 Building ISB_3|UHRR0356__P_Harripur|3|Huawei|HARRIPUR|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HRR1410|UISB208H__RNC_I-10 Building ISB_3|UHRR1410__H_MuhallahKhew|3|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HRR1425|UISB208H__RNC_I-10 Building ISB_3|UHRR1425__S_KhalaButtColony|3|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HRR1845|UISB208H__RNC_I-10 Building ISB_3|UHRR1845__S_DarweshRd|3|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HRR1847|UISB208H__RNC_I-10 Building ISB_3|UHRR1847__S_DarbandAdda|3|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HRR1862|UISB208H__RNC_I-10 Building ISB_3|UHRR1862__S_KhalaButtColony2|3|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HRR2849|UISB208H__RNC_I-10 Building ISB_3|UHRR2849__H_NearDarbandAdda|3|Huawei|HARRIPUR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HWY1859|UISB200H__RNC_I-10 Building ISB_1|UHWY1859__P_Tarnol|3|Huawei|HIGHWAY|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|14|1|North
KHB1793|UISB208H__RNC_I-10 Building ISB_3|UKHB1793__SurKammarNEW|3|Huawei|KHYBER AGENCY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|7|North
KHB2113|UISB208H__RNC_I-10 Building ISB_3|UKHB2113__JamroudCenterNEW|3|Huawei|KHYBER AGENCY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|7|North
KHI0357|UKHI401HUW__RNC_BARQ_1|UKHI0357|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|36|57|South
KRM0701|UISB208H__RNC_I-10 Building ISB_3|UKRM0701__S_PoziKalaySameer|3|Huawei|KHURRAMAGENCY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|9|North
KRM0703|UISB208H__RNC_I-10 Building ISB_3|UKRM0703__S_Mengak|3|Huawei|KHURRAMAGENCY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|9|North
KRM1628|UISB208H__RNC_I-10 Building ISB_3|UKRM1628__P_AfghanGodownSda_AC|3|Huawei|KHURRAMAGENCY|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|17|9|North
KRM1659|UISB208H__RNC_I-10 Building ISB_3|UKRM1659__P_ShaheedParkNEW|3|Huawei|KHURRAMAGENCY|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|17|#N/A|North
KRM1661|UISB208H__RNC_I-10 Building ISB_3|UKRM1661__S_AgencyHospitalNEW|3|Huawei|KHURRAMAGENCY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|9|North
KSR0463|ULHR206H__RNC_MunnuChowk_1|UKSR0463__P_MuslimTown|3|Huawei|Kasur|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR0493|ULHR206H__RNC_MunnuChowk_1|KSR0493__P_DeemGarh|3|Huawei|Kasur|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR0578|ULHR206H__RNC_MunnuChowk_1|KSR0578__H_HakimTannariesKasur|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR0654|ULHR206H__RNC_MunnuChowk_1|UKSR0654__H_GeneralBus|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR3069|ULHR206H__RNC_MunnuChowk_1|KSR3069__P_ChupShahKasoor|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR3754|ULHR206H__RNC_MunnuChowk_1|UKSR3754__P_MooriGateKasur|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR3834|ULHR206H__RNC_MunnuChowk_1|UKSR3834__S_Nadra_Office_Kasur|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR4871|ULHR206H__RNC_MunnuChowk_1|UKSR4871__S_Kotsherbazkhan|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR6940|ULHR206H__RNC_MunnuChowk_1|UKSR6940__S_KotGhulam|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
LHR0014|ULHR201H__RNC_FRF_1|ULHR0014__S_PU4WaterTnk|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|4|16|Central-I
LHR0080|ULHR204H__RNC_FRF_3|ULHR0080__H_SandaRdKrishan1|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|15|Central-I
LHR0443|ULHR201H__RNC_FRF_1|ULHR0443__ReplacementKotLakhpat1|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|4|16|Central-I
LHR0484|ULHR201H__RNC_FRF_1|ULHR0484__P_FaisalPlaza|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|4|16|Central-I
LHR0587|ULHR204H__RNC_FRF_3|ULHR0587__S_Walled_City|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
LHR0696|ULHR201H__RNC_FRF_1|ULHR0696__PackagesPakistan1|2|Huawei|Lahore|Huawei OMC|Silver|Silver|Micro/Mini|Center I|Center I|Central 1|PMCL|R1|4|17|Central-I
LHR0900|ULHR204H__RNC_FRF_3|ULHR0900__P_ReplacementGarhiSha|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|18|Central-I
LHR3011|ULHR204H__RNC_FRF_3|ULHR3011__H_KarimTown|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|21|Central-I
LHR3033|ULHR201H__RNC_FRF_1|ULHR3033__H_UnionBankMainBlvd1|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|18|Central-I
LHR3146|ULHR201H__RNC_FRF_1|ULHR3146__H_BilalSoleCenter|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
LHR3178|ULHR204H__RNC_FRF_3|ULHR3178__S_MuhammadPura1|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|18|Central-I
LHR3193|ULHR204H__RNC_FRF_3|ULHR3193__P_SarajCenter|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|15|Central-I
LHR3225|ULHR204H__RNC_FRF_3|ULHR3225__S_PoonchRdAryaNagr|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR3231|ULHR204H__RNC_FRF_3|ULHR3231__S_ShahKabranWala|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR3238|ULHR204H__RNC_FRF_3|ULHR3238__S_NewSamanabad|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR3242|ULHR204H__RNC_FRF_3|ULHR3242__P_heraKot1|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR3243|ULHR204H__RNC_FRF_3|ULHR3243__S_BastamiRd1|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR3619|ULHR201H__RNC_FRF_1|ULHR3619__S_AhmedBakshRd|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|17|Central-I
LHR4166|ULHR204H__RNC_FRF_3|ULHR4166__S_Infantary_Rd|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|18|Central-I
LHR4290|ULHR201H__RNC_FRF_1|ULHR4290__S_SherazVillas|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|4|18|Central-I
LHR7749|ULHR204H__RNC_FRF_3|ULHR7749__S_PMACentre1|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR8808|ULHR204H__RNC_FRF_3|ULHR8808__S_MumtazCinema1|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR9674|ULHR204H__RNC_FRF_3|ULHR9674__S_MubarakCinema|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|18|Central-I
LHR9813|ULHR204H__RNC_FRF_3|ULHR9813__S_LarexColony|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
MBN4532|UISB208H__RNC_I-10 Building ISB_3|UMBN4532__S_Rasoolroad|3|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|43|Central-I
MBN6918|UISB208H__RNC_I-10 Building ISB_3|UMBN6918__H_CivilCourtMndiBhudin|3|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|43|Central-I
MBN8840|UISB208H__RNC_I-10 Building ISB_3|UMBN8840__S_MunshiMohallah|3|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|43|Central-I
MBN9681|UISB208H__RNC_I-10 Building ISB_3|UMBN9681__S_RailwayMandiBah|3|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|43|Central-I
MBN9682|UISB208H__RNC_I-10 Building ISB_3|UMBN9682__H_PhaliaRdMandiBah|3|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|43|Central-I
MBN9844|UISB208H__RNC_I-10 Building ISB_3|UMBN9844__P_MohallahBoharwala|3|Huawei|Mandi Bhudin|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|43|Central-I
MIN4259|ULHR206H__RNC_MunnuChowk_1|MIN4259__H_ThanaRdMinchinabad|3|Huawei|MINCHINABAD|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|52|Central-I
