SiteCode|BSCName|SiteName|NoofCells|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|MBU#|RBU
NWB5138|HYD343Z_HYDMGW_1|NWB5138__S_Gharibabad|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB5391|HYD343Z_HYDMGW_1|NWB5391__S_Golimar|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB5749|HYD343Z_HYDMGW_1|NWB5749__P_NationalHospital|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB5750|HYD343Z_HYDMGW_1|NWB5750__S_Jaam_Sahib_Road|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB5751|HYD343Z_HYDMGW_1|U2NWB5751__H_SangarhRdNawabShah|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB5752|HYD343Z_HYDMGW_1|NWB5752__H_Badshahi_Mosque|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB5753|HYD343Z_HYDMGW_1|NWB5753__P_Vision_School|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6276|HYD343Z_HYDMGW_1|NWB6276__P_Gulshan_e_Daud_A|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6546|HYD343Z_HYDMGW_1|U2NWB6546__P_SahafiColony|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6547|HYD343Z_HYDMGW_1|U2NWB6547__S_SharifManzil|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6845|HYD343Z_HYDMGW_1|U2NWB6845__S_Jamshed_Colony|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6846|HYD343Z_HYDMGW_1|U2NWB6846__P_NearMariumConventSchl|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6849|HYD343Z_HYDMGW_1|NWB6849__S_Quba_Masjid_NWB|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6874|HYD343Z_HYDMGW_1|NWB6874__S_OppositePTCLExchange|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB6875|HYD343Z_HYDMGW_1|U2NWB6875__P_Kohistan_CNG|3|ZTE|NAWABSHAH|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB8000|HYD343Z_HYDMGW_1|NWB8000__S_JunaidColony|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB9104|HYD343Z_HYDMGW_1|NWB9104__P_Daulat_Colony|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
OTP2930|ISB649H__I-10_Building_ISB_3|OTP2930__H_DairaGali|3|Huawei|ORRATAPAKHAR|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|15|3|North
PND3233|GUJ002H__Ferozeabad_GUJ_2|PND3233__S_MirajKey|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
Pnd3843|SHK536H__MunnuChowk_U_7|Pnd3843__S_Muhalah_Farooq_Az|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|7|27|Central-II
PND4646|SHK536H__MunnuChowk_U_7|PND4646__H_JhanduChadrana|3|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
PND8809|GUJ002H__Ferozeabad_GUJ_2|PND8809__S_AddaRasoolnagar|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
QTA5285|QTA315Z__MGW_1|QTA5285__P_Lakpaas|3|ZTE|QUETTA|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 3|CCS|R2|30|70|South
QTA6034|QTA315Z__MGW_1|qta6034__S_Industrial_Area|3|ZTE|QUETTA|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30|70|South
RJJ3260|RWD543H__FRF_11|RJJ3260__P_RailwayCrossing|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|22|Central-I
RJJ9642|RWD543H__FRF_11|RJJ9642__S_RajaJang1|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|22|Central-I
RJN4264|MUL319Z__MGW_1|RJN4264__H_ExchangeRd_Rajanpur|3|ZTE|RAJANPUR|ZTE OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
RUR0079|MUL320Z__MGW_2|RUR0079__S_AL_Ghazi Tractors|3|ZTE|AlGhazi Tractor|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
RWP1766|ISB649H__I-10_Building_ISB_3|RWP1766__S_NullahLai2|3|Huawei|RAWALPINDI|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|13|2|North
SAI2755|JHE653H__MGWJHE_1|SAI2755__S_Chutala|3|Huawei|SANGHOI|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|10|13|North
SAI3003|JHE653H__MGWJHE_1|SAI3003__S_SanghoiJhelum|3|Huawei|SANGHOI|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|10|13|North
SAI3937|JHE653H__MGWJHE_1|SAI3937__S_Khaikotli|3|Huawei||Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|10|13|North
SGR2842|ISB002H__VSAT_ISB_2|SGR2842__H_Saghar|3|Huawei|SAGHAR|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|11|5|North
SGR2843|ISB002H__VSAT_ISB_2|SGR2843__S_Mogla|3|Huawei|SAGHAR|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
SGR2844|ISB002H__VSAT_ISB_2|SGR2844__S_Sangwala|3|Huawei|SAGHAR|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|11|5|North
SIB0816|SUK314Z__MGW_2|SIB0816__S_MUHALLAHSAYDALKHAJAKSHERCITY|3|ZTE|SIBI|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30|71|South
SKW7516|MUL319Z__MGW_1|U2SKW7516__S_S_HeadTalai|3|ZTE|SAKHANEWALA|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
SKW7518|MUL319Z__MGW_1|SKW7518__S_S_MehrayWala|3|ZTE|SAKHANEWALA|ZTE OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
SPC6371|HYD343Z_HYDMGW_1|SPC6371__H_Gupchani_Chowk|3|ZTE|SHAHPUR CHAKAR|ZTE OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|33|73|South
SRI1201|JHE653H__MGWJHE_1|SRI1201__H_Chappar|3|Huawei|SARAIALAMGIR|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|12|13|North
SRI1224|JHE653H__MGWJHE_1|SRI1224__S_MilitaryCollege|3|Huawei|SARAIALAMGIR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
SRI1494|JHE653H__MGWJHE_1|SRI1494__S_JinnahColony|3|Huawei|SARAIALAMGIR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
SRI1495|JHE653H__MGWJHE_1|SRI1495__S_RagarKalan|3|Huawei|SARAIALAMGIR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
SRI1496|JHE653H__MGWJHE_1|SRI1496__S_MaharRd|3|Huawei|SARAIALAMGIR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
SRI1507|JHE653H__MGWJHE_1|SRI1507__S_QulzamClnySaraiAlam|3|Huawei|SARAIALAMGIR|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
SRI3295|JHE653H__MGWJHE_1|SRI3295__S_KasbaKariala|3|Huawei||Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
SWH0405|JHL002H__Rasheedabad_JHE_2|SWH0405__S_Sohawa|3|Huawei|SOHAWA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|11|13|North
SWH1716|JHL002H__Rasheedabad_JHE_2|SWH1716__S_SohawaCity|3|Huawei|SOHAWA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|11|13|North
SYW4836|KSR534H__MunnuChowk_U_5|SYW4836__P_JRWSayedWala|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
SYW8531|KSR534H__MunnuChowk_U_5|SYW8531__S_PindiEsaAdda|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|24|Central-I
TDA3941|GUJ001H__Ferozeabad_GUJ_1|TDA3941__S_BusStandTanda|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
DGK4050|MUL320Z__MGW_2|U2DGK4050__P_GolMktDGKhan|3|ZTE|Dera Ghazi Khan|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
MTK8622|MUL319Z__MGW_1|MTK8622__S_H_MohallahHashimGazar|3|ZTE||ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
RJN4265|MUL319Z__MGW_1|RJN4265__S_TharieClny_Rajanpur|3|ZTE||ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
KHB3399|PSH001H__KohatRd_MGW_1|KHB3399__S_AshKhel|3|Huawei|Khyber Agency|Huawei|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|7|North
NWB6983|HYD343Z_HYDMGW_1|U2NWB6983__S_Afzaal shah colony|3|ZTE|Nawabshah|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB8011|HYD343Z_HYDMGW_1|U2NWB8011__S_TajColony|3|ZTE|Nawabshah|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 4|Myson|R2|33|73|South
KDN1181|KSR534H__MunnuChowk_U_5|KDN1181__S_OffloadKDN3519A|3|Huawei|Kasur|homc3|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
BOH0316|HYD343Z_HYDMGW_1|BOH0316__S_BuchariCM-PAKSharing|3|ZTE|Daur_ Nawabshah|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|CCS|R2|33|73|South
SGR3131|ISB002H__VSAT_ISB_2|SGR3131__S_Budial|3|Huawei|Budial|homc4|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HYD0263|HYD312H__HYDMGW_2|HYD0263__S_GORColony|3|Huawei|Hyderabad|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
NWB6921|HYD343Z_HYDMGW_1|NWB6921__S_DoctorColony_Usharing|3|ZTE|Nawabshah|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 4|CCS|R2|33|73|South
LHR1206|LHR008H__FRF_LHR_8|LHR1206__S_OffloadLHR9800B|3|Huawei|Lahore|homc4|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|21|Central-I
LHR3164|LHR004H__FRF_LHR_4|LHR3164__S_ChahMiranChowk|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
KSR3109|KSR534H__MunnuChowk_U_5|KSR3109__S_MainBazar_Kasur|3|Huawei||Huawei|Silver|Silver|Macro|Center I|Center I|Central 1||R1|2|22|Central-I
SUK6936|SUK313Z|U2SUK6936__S_BARRAGE COLONY|3|ZTE|Sukkur|ZTE_OMC|Silver|Silver|Macro|South|South II|South 2||R2|29|65|South
KHI9733|UKHI402HUW__RNC_BARQ_2|UKHI9733|1|Huawei|#N/A|Huawei OMC|Silver|Silver|Micro/Mini|South|South I|South 1||R2|37|61|South
ABT1710|ISB001H__I10_ISB_1|ABT1710__S_MalikPura|4|Huawei|#N/A|homc4|Silver|Silver|Macro|North|North I|North 3||R1|15|#N/A|North
OKR8431|OKR048H__MGWSHW_6|OKR8431__P_Main54-2L|3|Huawei|#N/A|homc5|Silver|Silver|Macro|Center I|Center I|Central 5||R1|2|#N/A|Central-I
RUR2063|OKR048H__MGWSHW_6|RUR2063__S_Mitchell_Fruit|1|Huawei|#N/A|homc5|Silver|Silver|Micro/Mini|Center I|Center I|Central 5||R1|2|51|Central-I
AMN3074|GUJ546H__Pindibypass_9|AMN3074__P_Tank2|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|44|Central-I
AMN3902|GUJ546H__Pindibypass_9|AMN3902__S_GUJAimnabadCity|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|44|Central-I
AMR6632|HYD343Z_HYDMGW_1|AMR6632__S_Sann_City|3|ZTE|AMRI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
AMR6634|HYD343Z_HYDMGW_1|AMR6634__S_Goth_MehrabPur|3|ZTE|AMRI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
ATK1803|ISB001H__I10_ISB_1|ATK1803__S_HakimAbad|3|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
ATK1805|ISB001H__I10_ISB_1|ATK1805__S_Sadiqabad|3|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
ATK1807|ISB001H__I10_ISB_1|ATK1807__S_ShakkarDara|3|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
BMG8875|PKP054H__ZiaTown_1|BMG8875__S_Lalaywala_Depalpur|3|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
BNK6650|HYD343Z_HYDMGW_1|U2BNK6650__S_Goth_Mehar_Ali_Jamali|2|ZTE|BHALEEDNI KAKA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
BNK6651|HYD343Z_HYDMGW_1|U2BNK6651__S_Goth_Bakhar_Jamali|3|ZTE|BHALEEDNI KAKA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|75|South
BNK6652|HYD343Z_HYDMGW_1|U2BNK6652__S_Bhale_Dino_Kaka|3|ZTE|BHALEEDNI KAKA|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|75|South
BPR3106|RWD543H__FRF_11|BPR3106__S_BhaiPheruBypass|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
BPR4232|RWD543H__FRF_11|BPR4232__P_PoliceStation|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
BPR6915|RWD543H__FRF_11|BPR6915__S_Parwa_Bhaipheru|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
BPR9647|RWD543H__FRF_11|BPR9647__S_SarankaMhlaPhoolNagr|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
CMG3259|RWD543H__FRF_11|CMG3259__H_KRKChangaManga|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|20|Central-I
CMG4226|RWD543H__FRF_11|CMG4226__S_MainBazarChangaMang|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|20|Central-I
CSS1524|ISB002H__VSAT_ISB_2|CSS1524__S_ChoSaidnShah|3|Huawei|CHOASAIDANSHAH|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
FTJ1086|ISB006H__I10_ISB_6|FTJ1086__P_FatehJang|3|Huawei|FATEHJANG|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|11|4|North
FTJ1207|ISB006H__I10_ISB_6|FTJ1207__H_FatehJhang2|3|Huawei|FATEHJANG|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|11|4|North
FTJ1753|ISB006H__I10_ISB_6|FTJ1753__S_ZahoorElahiRd|3|Huawei|FATEHJANG|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|4|North
GJR3096|GUJ001H__Ferozeabad_GUJ_1|GJR3096__S_Jatowaqal|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|49|Central-I
GJR8820|GUJ001H__Ferozeabad_GUJ_1|GJR8820__H_ShalimarTowerGJR|3|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|49|Central-I
GME3453|RYK316Z_ZTE_BSC_1_LCK|GME3453__S_S_Chak173NP|3|ZTE|Ghimee|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|68|South
GME3590|RYK316Z_ZTE_BSC_1_LCK|GME3590__S_S_Chak181NP|3|ZTE|Ghimee|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|68|South
GSW4979|KSR534H__MunnuChowk_U_5|GSW4979__P_MahalamKalan|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
GSW6959|KSR534H__MunnuChowk_U_5|GSW6959__S_PayalkalanGandasingh|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
HFZ9814|SHK536H__MunnuChowk_U_7|HFZ9814__S_sohna_service_st|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HWY0120|JHE653H__MGWJHE_1|HWY0120__S_Kaviala|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
HWY0282|GUJ001H__Ferozeabad_GUJ_1|HWY0282__S_ChakSantharia|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
HWY0402|ISB002H__VSAT_ISB_2|HWY0402__H_Balkasar|3|Huawei|HIGHWAY|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HWY1043|JHE653H__MGWJHE_1|HWY1043__S_PTCGTRoad|3|Huawei|HIGHWAY|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|12|13|North
HWY1191|ISB002H__VSAT_ISB_2|HWY1191__S_Jabbi2Balaksar|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HWY1388|ISB002H__VSAT_ISB_2|HWY1388__S_Jabbi|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HWY1508|JHE653H__MGWJHE_1|HWY1508__S_KharianHillto_PT|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|10|13|North
HWY1795|ISB002H__VSAT_ISB_2|HWY1795__S_GeelaKalan|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HWY1991|ISB002H__VSAT_ISB_2|HWY1991__S_BwChakriNJabbi|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HWY2126|ISB002H__VSAT_ISB_2|HWY2126__H_BwBalkasarNKalarKah|3|Huawei|HIGHWAY|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HWY2591|JHE653H__MGWJHE_1|HWY2591__S_BalaGujran|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
HWY2674|JHE653H__MGWJHE_1|HWY2674__P_Chamali|3|Huawei|HIGHWAY|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|12|13|North
HWY3077|SHK536H__MunnuChowk_U_7|HWY3077__S_KalaShahKaku|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|21|Central-I
HWY3104|GUJ003H__Ferozeabad_SGD_3|HWY3104__S_SayalChowk|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
HWY3434|GUJ001H__Ferozeabad_GUJ_1|HWY3434__S_GJRKhatalaPhatakGuj|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
HWY3496|LHR008H__FRF_LHR_8|HWY3496__P_MRYKalaShahKaku|3|Huawei|Shahdra|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|21|Central-I
HWY4217|GUJ001H__Ferozeabad_GUJ_1|HWY4217__S_Wzdjandialadhab|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|49|Central-I
HWY4483|GUJ003H__Ferozeabad_SGD_3|HWY4483__S_SLMThattiNoor|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
HWY4644|SHK536H__MunnuChowk_U_7|HWY4644__S_SHKDurhiWala|3|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
HWY6908|GUJ001H__Ferozeabad_GUJ_1|HWY6908__S_GujratWestBypassGJR|3|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|49|Central-I
HWY6909|GUJ001H__Ferozeabad_GUJ_1|HWY6909__H_ChakMurtazaGJR|3|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
HWY6911|SHK536H__MunnuChowk_U_7|HWY6911__S_BhalolPurPindi|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|7|27|Central-II
HWY6963|SHK536H__MunnuChowk_U_7|HWY6963__S_ChaudaryMillsShk|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
HWY8833|GUJ003H__Ferozeabad_SGD_3|HWY8833__S_KotMianaKotMomin|3|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
HWY8852|SHK536H__MunnuChowk_U_7|HWY8852__S_Bagh9PindiBhatian|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|7|27|Central-II
Hwy8854|GUJ001H__Ferozeabad_GUJ_1|Hwy8854__S_Miangeehotel|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
HWY8896|SHK536H__MunnuChowk_U_7|HWY8896__S_QurlKMinaraWay|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
HWY8980|LHR008H__FRF_LHR_8|HWY8980__P_RaviRayanPura|3|Huawei|Shahdra|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|21|Central-I
HWY9653|SHK536H__MunnuChowk_U_7|HWY9653__S_MozaKhattrani|3|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7|47|Central-I
HZR1130|ISB001H__I10_ISB_1|HZR1130__S_NawazSharifGate|3|Huawei|HAZRO|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HZR2964|ISB001H__I10_ISB_1|HZR2964__S_Hazrojanazgah|3|Huawei|HAZRO|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
ISB1054|ISB649H__I-10_Building_ISB_3|ISB1054__S_MoohraNoor|3|Huawei|ISLAMABAD|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|13|3|North
ISB7207|ISB644H__I-10_Building_ISB_1|ISB7207__P_A_ISE|3|Huawei|ISLAMABAD|Huawei OMC|Platinum|Platinum|Micro/Mini|North|North I|North 1|EPTSC|R1|14|3|North
JHE0041|JHE653H__MGWJHE_1|JHE0041__H_JhelumGTRd_A|3|Huawei|Jhelum|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|12|13|North
JHE1376|JHE653H__MGWJHE_1|JHE1376__H_DhokJumma|3|Huawei|Jhelum|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
JHE1994|JHE653H__MGWJHE_1|JHE1994__S_MachineMohallah2|3|Huawei|Jhelum|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
JPJ3534|GUJ001H__Ferozeabad_GUJ_1|JPJ3534__S_MangowalRd|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
KDN3954|KSR534H__MunnuChowk_U_5|KDN3954__P_PuraniSabziMandi|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
